line	organization	isCheck	year	location	loc_code	env_code	DIS	VSK
MN01116	UMN	FALSE	2003	Langdon	LGD	LGD_03	0.5	0.7
MN01180	UMN	FALSE	2003	Langdon	LGD	LGD_03	0.3	1
MN01281	UMN	FALSE	2003	Langdon	LGD	LGD_03	1.3	1.3
MN99433-1	UMN	FALSE	2003	Langdon	LGD	LGD_03	1.6	3.7
ND03_1-15	NDSU	FALSE	2003	Langdon	LGD	LGD_03	2	3.3
ND03_1-9	NDSU	FALSE	2003	Langdon	LGD	LGD_03	1.9	1.7
2375	NDSU	TRUE	2003	Langdon	LGD	LGD_03	3.1	2.7
ND2710	NDSU	TRUE	2003	Langdon	LGD	LGD_03	0.2	0.7
BACUP	UMN	TRUE	2003	Langdon	LGD	LGD_03	0.4	1
WHEATON	UMN	TRUE	2003	Langdon	LGD	LGD_03	4.6	8.3
MN00187-3	UMN	FALSE	2004	Langdon	LGD	LGD_04	0.7	0.3
MN01164	UMN	FALSE	2004	Langdon	LGD	LGD_04	0.6	0.8
MN01NIL84-5-5-15	UMN	FALSE	2004	Langdon	LGD	LGD_04	0.8	0.7
MN99220-4	UMN	FALSE	2004	Langdon	LGD	LGD_04	1.5	1.2
MN99341-2-5	UMN	FALSE	2004	Langdon	LGD	LGD_04	1.8	1.5
ND03_1-15	NDSU	FALSE	2004	Langdon	LGD	LGD_04	2.4	1.7
ND03_1-9	NDSU	FALSE	2004	Langdon	LGD	LGD_04	1.4	1.2
NDSW0345	NDSU	FALSE	2004	Langdon	LGD	LGD_04	1.6	1.7
RUGBY	NDSU	TRUE	2004	Langdon	LGD	LGD_04	1.6	1.5
2375	NDSU	TRUE	2004	Langdon	LGD	LGD_04	3.1	1.8
ND2710	NDSU	TRUE	2004	Langdon	LGD	LGD_04	0.7	0.8
BACUP	UMN	TRUE	2004	Langdon	LGD	LGD_04	1.4	1
WHEATON	UMN	TRUE	2004	Langdon	LGD	LGD_04	2.2	2.7
NDSW0350	NDSU	FALSE	2005	Langdon	LGD	LGD_05	5.5	5.7
MN01057-3-1	UMN	FALSE	2005	Langdon	LGD	LGD_05	0.7	1
MN01380-2-1	UMN	FALSE	2005	Langdon	LGD	LGD_05	1.9	2.7
MN02051-1	UMN	FALSE	2005	Langdon	LGD	LGD_05	2.7	4
MN02219-1	UMN	FALSE	2005	Langdon	LGD	LGD_05	5.4	3
MN02306-2	UMN	FALSE	2005	Langdon	LGD	LGD_05	5.1	7.3
NDSW0345	NDSU	FALSE	2005	Langdon	LGD	LGD_05	3.3	5
RUGBY	NDSU	TRUE	2005	Langdon	LGD	LGD_05	4.3	5.3
2375	NDSU	TRUE	2005	Langdon	LGD	LGD_05	3.6	7
ND2710	NDSU	TRUE	2005	Langdon	LGD	LGD_05	0.7	2.3
BACUP	UMN	TRUE	2005	Langdon	LGD	LGD_05	2.2	5.7
WHEATON	UMN	TRUE	2005	Langdon	LGD	LGD_05	9.4	10.3
SD3942	SDSU	FALSE	2008	Langdon	LGD	LGD_08	43.9658435314685	20.25
SD4181	SDSU	FALSE	2008	Langdon	LGD	LGD_08	9.56921724109224	10.25
MN03342-4	UMN	FALSE	2008	Langdon	LGD	LGD_08	58.9302069512015	11.75
MN05117-7	UMN	FALSE	2008	Langdon	LGD	LGD_08	59.5752741700594	20.5
MN05149-5	UMN	FALSE	2008	Langdon	LGD	LGD_08	18.6636869625473	10.5
SABIN	UMN	FALSE	2008	Langdon	LGD	LGD_08	54.5712683150183	25.75
RUGBY	NDSU	TRUE	2008	Langdon	LGD	LGD_08	52.1334935897436	42.75
ALSEN	NDSU	TRUE	2008	Langdon	LGD	LGD_08	41.8159881784882	14.25
2375	NDSU	TRUE	2008	Langdon	LGD	LGD_08	37.1883241758242	22.5
ND2710	NDSU	TRUE	2008	Langdon	LGD	LGD_08	25.8436306830424	16
BACUP	UMN	TRUE	2008	Langdon	LGD	LGD_08	31.4844217302306	18
WHEATON	UMN	TRUE	2008	Langdon	LGD	LGD_08	75.9815247252747	45.5
FOREFRONT	SDSU	FALSE	2009	Langdon	LGD	LGD_09	1.4	1.4
SD4011	SDSU	FALSE	2009	Langdon	LGD	LGD_09	2.7	2.8
SD4027	SDSU	FALSE	2009	Langdon	LGD	LGD_09	6.8	2.3
SELECT	SDSU	FALSE	2009	Langdon	LGD	LGD_09	3.4	3.2
MN05152-1-1	UMN	FALSE	2009	Langdon	LGD	LGD_09	2.9	2.4
MN06049-1-3	UMN	FALSE	2009	Langdon	LGD	LGD_09	2.1	1.9
MN06202-3-1	UMN	FALSE	2009	Langdon	LGD	LGD_09	7.5	5
MN06213-6-2-4	UMN	FALSE	2009	Langdon	LGD	LGD_09	8.2	6.2
MN06219-2-2	UMN	FALSE	2009	Langdon	LGD	LGD_09	4.5	4.8
2375	NDSU	TRUE	2009	Langdon	LGD	LGD_09	6.4	4.2
ND2710	NDSU	TRUE	2009	Langdon	LGD	LGD_09	4.8	3.2
BACUP	UMN	TRUE	2009	Langdon	LGD	LGD_09	1.6	3.3
WHEATON	UMN	TRUE	2009	Langdon	LGD	LGD_09	7.9	8.9
MT09SCAB16	MSU	FALSE	2010	Langdon	LGD	LGD_10	25.39	NA
MT09SCAB3	MSU	FALSE	2010	Langdon	LGD	LGD_10	22.37	NA
MT09SCAB5	MSU	FALSE	2010	Langdon	LGD	LGD_10	24.01	NA
MT09SCAB9	MSU	FALSE	2010	Langdon	LGD	LGD_10	21.73	NA
FN09-17017	SDSU	FALSE	2010	Langdon	LGD	LGD_10	5.5	NA
FN09-17210	SDSU	FALSE	2010	Langdon	LGD	LGD_10	7.99	NA
FN09-17213	SDSU	FALSE	2010	Langdon	LGD	LGD_10	6.29	NA
FN09-17270	SDSU	FALSE	2010	Langdon	LGD	LGD_10	4.7	NA
FN09-17275	SDSU	FALSE	2010	Langdon	LGD	LGD_10	2.91	NA
MN06216-6-2-4	UMN	FALSE	2010	Langdon	LGD	LGD_10	16.85	NA
MN07049-7-3	UMN	FALSE	2010	Langdon	LGD	LGD_10	9.46	NA
MN07183-3	UMN	FALSE	2010	Langdon	LGD	LGD_10	19.7	NA
BW928	AAFC	FALSE	2010	Langdon	LGD	LGD_10	16.84	NA
2375	NDSU	TRUE	2010	Langdon	LGD	LGD_10	19.47	NA
ND2710	NDSU	TRUE	2010	Langdon	LGD	LGD_10	5.88	NA
BACUP	UMN	TRUE	2010	Langdon	LGD	LGD_10	13.44	NA
WHEATON	UMN	TRUE	2010	Langdon	LGD	LGD_10	26.24	NA
10EXP13-16	NDSU	FALSE	2011	Langdon	LGD	LGD_11	41.4616687635263	NA
10EXP13-24	NDSU	FALSE	2011	Langdon	LGD	LGD_11	43.7295888665858	NA
10EXP13-44	NDSU	FALSE	2011	Langdon	LGD	LGD_11	38.4525223550959	NA
10EXP13-87	NDSU	FALSE	2011	Langdon	LGD	LGD_11	44.1008403361345	NA
10EXPSW13-19	NDSU	FALSE	2011	Langdon	LGD	LGD_11	63.7414860681115	NA
10EXPSW13-28	NDSU	FALSE	2011	Langdon	LGD	LGD_11	56.6291709666323	NA
10EXPSW13-9	NDSU	FALSE	2011	Langdon	LGD	LGD_11	80.3145424836601	NA
SD4313	SDSU	FALSE	2011	Langdon	LGD	LGD_11	49.5870030704589	NA
SD4331	SDSU	FALSE	2011	Langdon	LGD	LGD_11	52.1939386865857	NA
SD4337	SDSU	FALSE	2011	Langdon	LGD	LGD_11	43.1103939382771	NA
SD4338	SDSU	FALSE	2011	Langdon	LGD	LGD_11	25.7579948646125	NA
SD4343	SDSU	FALSE	2011	Langdon	LGD	LGD_11	20.7691532753452	NA
MN07057-6-4	UMN	FALSE	2011	Langdon	LGD	LGD_11	68.0995718462824	NA
MN07167W-2-1	UMN	FALSE	2011	Langdon	LGD	LGD_11	69.9566776103154	NA
MN09023	UMN	FALSE	2011	Langdon	LGD	LGD_11	49.3469335102462	NA
MN09092	UMN	FALSE	2011	Langdon	LGD	LGD_11	54.7216160065425	NA
X00009-16	UMN	FALSE	2011	Langdon	LGD	LGD_11	56.560292920587	NA
BW429	AAFC	FALSE	2011	Langdon	LGD	LGD_11	69.0071056931545	NA
BW928	AAFC	FALSE	2011	Langdon	LGD	LGD_11	53.431803490627	NA
2375	NDSU	TRUE	2011	Langdon	LGD	LGD_11	59.4649859943978	NA
ND2710	NDSU	TRUE	2011	Langdon	LGD	LGD_11	32.4904429720606	NA
BACUP	UMN	TRUE	2011	Langdon	LGD	LGD_11	72.7289919510314	NA
WHEATON	UMN	TRUE	2011	Langdon	LGD	LGD_11	86.7698228414173	NA
SD4504	SDSU	FALSE	2014	Langdon	LGD	LGD_14	30.0480635435993	NA
SD4508	SDSU	FALSE	2014	Langdon	LGD	LGD_14	22.1180555555556	NA
SD4510	SDSU	FALSE	2014	Langdon	LGD	LGD_14	18.2140980113636	NA
SD4514	SDSU	FALSE	2014	Langdon	LGD	LGD_14	7.28028243686138	NA
SD4546	SDSU	FALSE	2014	Langdon	LGD	LGD_14	32.7483524659864	NA
MN10021	UMN	FALSE	2014	Langdon	LGD	LGD_14	2.69055944055944	NA
MN10388	UMN	FALSE	2014	Langdon	LGD	LGD_14	13.5457390912572	NA
MN11074	UMN	FALSE	2014	Langdon	LGD	LGD_14	27.5627453344353	NA
MN11397-1	UMN	FALSE	2014	Langdon	LGD	LGD_14	13.2585911213598	NA
MN11405	UMN	FALSE	2014	Langdon	LGD	LGD_14	15.9876397852588	NA
12-14-147	NDSU	FALSE	2014	Langdon	LGD	LGD_14	19.7446812893546	NA
12-14-158	NDSU	FALSE	2014	Langdon	LGD	LGD_14	21.6538223984497	NA
12-14-172	NDSU	FALSE	2014	Langdon	LGD	LGD_14	23.4207711285425	NA
12-14-97	NDSU	FALSE	2014	Langdon	LGD	LGD_14	30.8343592497728	NA
2375	NDSU	TRUE	2014	Langdon	LGD	LGD_14	43.487738774897	NA
ND2710	NDSU	TRUE	2014	Langdon	LGD	LGD_14	7.06778273809524	NA
BACUP	UMN	TRUE	2014	Langdon	LGD	LGD_14	44.4076640271493	NA
WHEATON	UMN	TRUE	2014	Langdon	LGD	LGD_14	80.9351307189542	NA
BW483	AAFC	FALSE	2015	Langdon	LGD	LGD_15	47.15	NA
BW485	AAFC	FALSE	2015	Langdon	LGD	LGD_15	44.625	NA
BW499	AAFC	FALSE	2015	Langdon	LGD	LGD_15	33.775	NA
BW961	AAFC	FALSE	2015	Langdon	LGD	LGD_15	47.95	NA
MT1219	MSU	FALSE	2015	Langdon	LGD	LGD_15	81.225	NA
MT1337	MSU	FALSE	2015	Langdon	LGD	LGD_15	84.575	NA
MT1338	MSU	FALSE	2015	Langdon	LGD	LGD_15	73.775	NA
14-13-106	NDSU	FALSE	2015	Langdon	LGD	LGD_15	48.4	NA
14-13-135	NDSU	FALSE	2015	Langdon	LGD	LGD_15	55	NA
14-13-14	NDSU	FALSE	2015	Langdon	LGD	LGD_15	55.675	NA
14-13-21	NDSU	FALSE	2015	Langdon	LGD	LGD_15	52.9	NA
14-13-97	NDSU	FALSE	2015	Langdon	LGD	LGD_15	53.775	NA
SD4559	SDSU	FALSE	2015	Langdon	LGD	LGD_15	42.775	NA
SD4582	SDSU	FALSE	2015	Langdon	LGD	LGD_15	35.825	NA
SD4595	SDSU	FALSE	2015	Langdon	LGD	LGD_15	46.225	NA
SD4605	SDSU	FALSE	2015	Langdon	LGD	LGD_15	45.2	NA
SD4607	SDSU	FALSE	2015	Langdon	LGD	LGD_15	47.25	NA
MN11326-3	UMN	FALSE	2015	Langdon	LGD	LGD_15	43.975	NA
MN12265-1	UMN	FALSE	2015	Langdon	LGD	LGD_15	40.95	NA
MN12307-3	UMN	FALSE	2015	Langdon	LGD	LGD_15	36.125	NA
MN12423-5	UMN	FALSE	2015	Langdon	LGD	LGD_15	42.475	NA
MN12545-3	UMN	FALSE	2015	Langdon	LGD	LGD_15	38.025	NA
MT1316	MSU	FALSE	2015	Langdon	LGD	LGD_15	71.275	NA
2375	NDSU	TRUE	2015	Langdon	LGD	LGD_15	64.25	NA
ND2710	NDSU	TRUE	2015	Langdon	LGD	LGD_15	35.7	NA
BACUP	UMN	TRUE	2015	Langdon	LGD	LGD_15	53.7	NA
WHEATON	UMN	TRUE	2015	Langdon	LGD	LGD_15	89.6	NA
LANNING	MSU	FALSE	2019	Langdon	LGD	LGD_19	NA	65
MT1767	MSU	FALSE	2019	Langdon	LGD	LGD_19	NA	66.6666667
VIDA	MSU	FALSE	2019	Langdon	LGD	LGD_19	NA	58.3333333
NDHRS14-0136-C06	NDSU	FALSE	2019	Langdon	LGD	LGD_19	NA	38.3333333
NDHRS16-14-36	NDSU	FALSE	2019	Langdon	LGD	LGD_19	NA	35
NDHRS16-16-665	NDSU	FALSE	2019	Langdon	LGD	LGD_19	NA	21.6666667
SD4740	SDSU	FALSE	2019	Langdon	LGD	LGD_19	NA	38.3333333
SD4834	SDSU	FALSE	2019	Langdon	LGD	LGD_19	NA	33.3333333
SD4859	SDSU	FALSE	2019	Langdon	LGD	LGD_19	NA	36.6666667
SD4865	SDSU	FALSE	2019	Langdon	LGD	LGD_19	NA	45
SD4868	SDSU	FALSE	2019	Langdon	LGD	LGD_19	NA	41.6666667
MN15155-2	UMN	FALSE	2019	Langdon	LGD	LGD_19	NA	35
MN16028	UMN	FALSE	2019	Langdon	LGD	LGD_19	NA	35
MN16040	UMN	FALSE	2019	Langdon	LGD	LGD_19	NA	40
MN16262-3	UMN	FALSE	2019	Langdon	LGD	LGD_19	NA	43.3333333
MN16317-5	UMN	FALSE	2019	Langdon	LGD	LGD_19	NA	35
MT1621	MSU	FALSE	2019	Langdon	LGD	LGD_19	NA	65
NDHRS13-0170-0004	NDSU	FALSE	2019	Langdon	LGD	LGD_19	NA	28.3333333
MT1716	MSU	FALSE	2019	Langdon	LGD	LGD_19	NA	43.3333333
ND-HERON	NDSU	FALSE	2019	Langdon	LGD	LGD_19	NA	38.3333333
ND2710	NDSU	TRUE	2019	Langdon	LGD	LGD_19	NA	33.3333333
BACUP	UMN	TRUE	2019	Langdon	LGD	LGD_19	NA	43.3333333
WHEATON	UMN	TRUE	2019	Langdon	LGD	LGD_19	NA	61.6666667
MT1775	MSU	FALSE	2020	Langdon	LGD	LGD_20	NA	81.6666667
MT1809	MSU	FALSE	2020	Langdon	LGD	LGD_20	NA	65
MT1866	MSU	FALSE	2020	Langdon	LGD	LGD_20	NA	70
MT1871	MSU	FALSE	2020	Langdon	LGD	LGD_20	NA	80
MT1872	MSU	FALSE	2020	Langdon	LGD	LGD_20	NA	70
NDHRS13-0114-C06	NDSU	FALSE	2020	Langdon	LGD	LGD_20	NA	53.3333333
NDHRS13-0121-C05	NDSU	FALSE	2020	Langdon	LGD	LGD_20	NA	30
NDHRS13-0215-C03	NDSU	FALSE	2020	Langdon	LGD	LGD_20	NA	33.3333333
NDHRS13-0318-0003	NDSU	FALSE	2020	Langdon	LGD	LGD_20	NA	43.3333333
SD4848	SDSU	FALSE	2020	Langdon	LGD	LGD_20	NA	38.3333333
SD4917	SDSU	FALSE	2020	Langdon	LGD	LGD_20	NA	36.6666667
SD4926	SDSU	FALSE	2020	Langdon	LGD	LGD_20	NA	48.3333333
SD4947	SDSU	FALSE	2020	Langdon	LGD	LGD_20	NA	45
SD4950	SDSU	FALSE	2020	Langdon	LGD	LGD_20	NA	25
MN16103-1	UMN	FALSE	2020	Langdon	LGD	LGD_20	NA	32.5
MN16277-3	UMN	FALSE	2020	Langdon	LGD	LGD_20	NA	26.6666667
MN16340-8	UMN	FALSE	2020	Langdon	LGD	LGD_20	NA	53.3333333
MN16360-1	UMN	FALSE	2020	Langdon	LGD	LGD_20	NA	46.6666667
MN16408-5	UMN	FALSE	2020	Langdon	LGD	LGD_20	NA	46.6666667
NDHRS13-0170-0004	NDSU	FALSE	2020	Langdon	LGD	LGD_20	NA	28.3333333
MT1855	MSU	FALSE	2020	Langdon	LGD	LGD_20	NA	65
MT1716	MSU	FALSE	2020	Langdon	LGD	LGD_20	NA	68.3333333
ND-HERON	NDSU	FALSE	2020	Langdon	LGD	LGD_20	NA	32.5
ND2710	NDSU	TRUE	2020	Langdon	LGD	LGD_20	NA	30
BACUP	UMN	TRUE	2020	Langdon	LGD	LGD_20	NA	38.3333333
WHEATON	UMN	TRUE	2020	Langdon	LGD	LGD_20	NA	42.5
MT2007	MSU	FALSE	2021	Langdon	LGD	LGD_21	NA	40
MT2013	MSU	FALSE	2021	Langdon	LGD	LGD_21	NA	50
MT2018	MSU	FALSE	2021	Langdon	LGD	LGD_21	NA	38.3333333
MT2022	MSU	FALSE	2021	Langdon	LGD	LGD_21	NA	35
NDHRS17DH-0467-056	NDSU	FALSE	2021	Langdon	LGD	LGD_21	NA	36.6666667
SD4871	SDSU	FALSE	2021	Langdon	LGD	LGD_21	NA	38.3333333
SD4933	SDSU	FALSE	2021	Langdon	LGD	LGD_21	NA	25
SD4968	SDSU	FALSE	2021	Langdon	LGD	LGD_21	NA	25
SD4976	SDSU	FALSE	2021	Langdon	LGD	LGD_21	NA	38.3333333
SD4991	SDSU	FALSE	2021	Langdon	LGD	LGD_21	NA	25
SD5012	SDSU	FALSE	2021	Langdon	LGD	LGD_21	NA	41.6666667
MN17033-1	UMN	FALSE	2021	Langdon	LGD	LGD_21	NA	31.6666667
MN17038-5	UMN	FALSE	2021	Langdon	LGD	LGD_21	NA	26.6666667
MN17271-1	UMN	FALSE	2021	Langdon	LGD	LGD_21	NA	36.6666667
MN17332-2	UMN	FALSE	2021	Langdon	LGD	LGD_21	NA	35
MT1855	MSU	FALSE	2021	Langdon	LGD	LGD_21	NA	45
NDHRS13-0156-C04	NDSU	FALSE	2021	Langdon	LGD	LGD_21	NA	38.3333333
NDHRS13-0177-0001	NDSU	FALSE	2021	Langdon	LGD	LGD_21	NA	35
NDHRS13-0309-B03	NDSU	FALSE	2021	Langdon	LGD	LGD_21	NA	46.6666667
NDHRS17-0596-B28	NDSU	FALSE	2021	Langdon	LGD	LGD_21	NA	31.6666667
MT1716	MSU	FALSE	2021	Langdon	LGD	LGD_21	NA	38.3333333
ND2710	NDSU	TRUE	2021	Langdon	LGD	LGD_21	NA	35
BACUP	UMN	TRUE	2021	Langdon	LGD	LGD_21	NA	40
WHEATON	UMN	TRUE	2021	Langdon	LGD	LGD_21	NA	30
MT21076	MSU	FALSE	2022	Langdon	LGD	LGD_22	NA	70
MT21082	MSU	FALSE	2022	Langdon	LGD	LGD_22	NA	45
MT21089	MSU	FALSE	2022	Langdon	LGD	LGD_22	NA	43.3333333
MT21091	MSU	FALSE	2022	Langdon	LGD	LGD_22	NA	41.6666667
MT21102	MSU	FALSE	2022	Langdon	LGD	LGD_22	NA	40
MT21111	MSU	FALSE	2022	Langdon	LGD	LGD_22	NA	36.6666667
SD4893	SDSU	FALSE	2022	Langdon	LGD	LGD_22	NA	18.3333333
SD4924	SDSU	FALSE	2022	Langdon	LGD	LGD_22	NA	50
SD5030	SDSU	FALSE	2022	Langdon	LGD	LGD_22	NA	48.3333333
SD5038	SDSU	FALSE	2022	Langdon	LGD	LGD_22	NA	47.5
SD5051	SDSU	FALSE	2022	Langdon	LGD	LGD_22	NA	45
MN17065-2	UMN	FALSE	2022	Langdon	LGD	LGD_22	NA	33.3333333
MN18081-5	UMN	FALSE	2022	Langdon	LGD	LGD_22	NA	35
MN18163-5	UMN	FALSE	2022	Langdon	LGD	LGD_22	NA	30
MN18179-4	UMN	FALSE	2022	Langdon	LGD	LGD_22	NA	32.5
MN18292-3	UMN	FALSE	2022	Langdon	LGD	LGD_22	NA	41.6666667
NDHRS13-0156-C04	NDSU	FALSE	2022	Langdon	LGD	LGD_22	NA	41.6666667
NDHRS13-0177-0001	NDSU	FALSE	2022	Langdon	LGD	LGD_22	NA	21.6666667
NDHRS13-0309-B03	NDSU	FALSE	2022	Langdon	LGD	LGD_22	NA	31.6666667
NDHRS17-0596-B28	NDSU	FALSE	2022	Langdon	LGD	LGD_22	NA	30
ND2710	NDSU	TRUE	2022	Langdon	LGD	LGD_22	NA	27.5
BACUP	UMN	TRUE	2022	Langdon	LGD	LGD_22	NA	38.3333333
WHEATON	UMN	TRUE	2022	Langdon	LGD	LGD_22	NA	45
AAC_HODGE	AAFC	FALSE	2024	Langdon	LGD	LGD_24	NA	48.56
AAC_SPIKE	AAFC	FALSE	2024	Langdon	LGD	LGD_24	NA	48.82
AAC_WESTKING	AAFC	FALSE	2024	Langdon	LGD	LGD_24	NA	35.43
BW5095	AAFC	FALSE	2024	Langdon	LGD	LGD_24	NA	24.1
HY2136	AAFC	FALSE	2024	Langdon	LGD	LGD_24	NA	68.32
MT21224	MSU	FALSE	2024	Langdon	LGD	LGD_24	NA	60.6
MT22071	MSU	FALSE	2024	Langdon	LGD	LGD_24	NA	77.62
MT22345	MSU	FALSE	2024	Langdon	LGD	LGD_24	NA	60.56
MT23297	MSU	FALSE	2024	Langdon	LGD	LGD_24	NA	54.26
NDHRS18-0069-B077	NDSU	FALSE	2024	Langdon	LGD	LGD_24	NA	55.36
NDHRS18-0105-B080	NDSU	FALSE	2024	Langdon	LGD	LGD_24	NA	62.15
NDHRS18-0178-B057	NDSU	FALSE	2024	Langdon	LGD	LGD_24	NA	48.4
NDHRS18-0180-B101	NDSU	FALSE	2024	Langdon	LGD	LGD_24	NA	41.46
NDHRS18-0261-B234	NDSU	FALSE	2024	Langdon	LGD	LGD_24	NA	70.31
NDHRS19RIL-0121-212-1	NDSU	FALSE	2024	Langdon	LGD	LGD_24	NA	93.49
SD5050	SDSU	FALSE	2024	Langdon	LGD	LGD_24	NA	45.68
SD5153	SDSU	FALSE	2024	Langdon	LGD	LGD_24	NA	80.63
SD5158	SDSU	FALSE	2024	Langdon	LGD	LGD_24	NA	27.59
SD5193	SDSU	FALSE	2024	Langdon	LGD	LGD_24	NA	59.09
SD5195	SDSU	FALSE	2024	Langdon	LGD	LGD_24	NA	53.35
SD5223	SDSU	FALSE	2024	Langdon	LGD	LGD_24	NA	75.08
MN19342-1	UMN	FALSE	2024	Langdon	LGD	LGD_24	NA	72.46
MN20080-3	UMN	FALSE	2024	Langdon	LGD	LGD_24	NA	58.33
MN20081-2	UMN	FALSE	2024	Langdon	LGD	LGD_24	NA	45.58
MN20171-1	UMN	FALSE	2024	Langdon	LGD	LGD_24	NA	29.89
MN20172-2	UMN	FALSE	2024	Langdon	LGD	LGD_24	NA	37.3
MT21220	MSU	FALSE	2024	Langdon	LGD	LGD_24	NA	77.09
ND2710	NDSU	TRUE	2024	Langdon	LGD	LGD_24	NA	81.1
BACUP	UMN	TRUE	2024	Langdon	LGD	LGD_24	NA	59.03
MT9354	MSU	FALSE	1995	Langdon	LGD	LGD_95	NA	48.8
MT9360	MSU	FALSE	1995	Langdon	LGD	LGD_95	NA	40
INGOT	SDSU	FALSE	1995	Langdon	LGD	LGD_95	NA	28
FRONTANA	UMN	FALSE	1995	Langdon	LGD	LGD_95	NA	22.7
MN94382	UMN	FALSE	1995	Langdon	LGD	LGD_95	NA	20.3
D87-240	NDSU	FALSE	1995	Langdon	LGD	LGD_95	NA	32.7
2375	NDSU	TRUE	1995	Langdon	LGD	LGD_95	NA	29.8
WHEATON	UMN	TRUE	1995	Langdon	LGD	LGD_95	NA	75.2
HY417	AAFC	FALSE	1996	Langdon	LGD	LGD_96	NA	25.9
MN94351	UMN	FALSE	1996	Langdon	LGD	LGD_96	NA	9.3
MN94382	UMN	FALSE	1996	Langdon	LGD	LGD_96	NA	4.3
SCHOLAR	MSU	FALSE	1996	Langdon	LGD	LGD_96	NA	17.9
D87-240	NDSU	FALSE	1996	Langdon	LGD	LGD_96	NA	5.5
2375	NDSU	TRUE	1996	Langdon	LGD	LGD_96	NA	21.9
ND2710	NDSU	TRUE	1996	Langdon	LGD	LGD_96	NA	4.2
BACUP	UMN	TRUE	1996	Langdon	LGD	LGD_96	NA	17.9
WHEATON	UMN	TRUE	1996	Langdon	LGD	LGD_96	NA	70.6
ND691	NDSU	FALSE	1997	Langdon	LGD	LGD_97	2.1	36.1
PARSHALL	NDSU	FALSE	1997	Langdon	LGD	LGD_97	16.2	31.1
MN94346	UMN	FALSE	1997	Langdon	LGD	LGD_97	8.2	22
MN95124	UMN	FALSE	1997	Langdon	LGD	LGD_97	40.6	28.3
MN95211	UMN	FALSE	1997	Langdon	LGD	LGD_97	75.8	38.8
SCHOLAR	MSU	FALSE	1997	Langdon	LGD	LGD_97	35.5	36.1
MCVEY	UMN	FALSE	1997	Langdon	LGD	LGD_97	0.4	24.4
D87-240	NDSU	FALSE	1997	Langdon	LGD	LGD_97	10.3	44.4
2375	NDSU	TRUE	1997	Langdon	LGD	LGD_97	39.2	35.6
ND2710	NDSU	TRUE	1997	Langdon	LGD	LGD_97	15.6	27.7
BACUP	UMN	TRUE	1997	Langdon	LGD	LGD_97	33.9	46.6
WHEATON	UMN	TRUE	1997	Langdon	LGD	LGD_97	21.3	68.2
LANGDON	NDSU	FALSE	1998	Langdon	LGD	LGD_98	NA	9
BRIGGS	SDSU	FALSE	1998	Langdon	LGD	LGD_98	NA	14.5
SD3345	SDSU	FALSE	1998	Langdon	LGD	LGD_98	NA	10.8
MN97237	UMN	FALSE	1998	Langdon	LGD	LGD_98	NA	8.3
MN97762	UMN	FALSE	1998	Langdon	LGD	LGD_98	NA	10
MN97847	UMN	FALSE	1998	Langdon	LGD	LGD_98	NA	10.8
MCVEY	UMN	FALSE	1998	Langdon	LGD	LGD_98	NA	5.3
ND2891	NDSU	FALSE	1998	Langdon	LGD	LGD_98	NA	3.3
2375	NDSU	TRUE	1998	Langdon	LGD	LGD_98	NA	8.3
ND2710	NDSU	TRUE	1998	Langdon	LGD	LGD_98	NA	3.8
BACUP	UMN	TRUE	1998	Langdon	LGD	LGD_98	NA	4.3
WHEATON	UMN	TRUE	1998	Langdon	LGD	LGD_98	NA	18.3
ND833	NDSU	FALSE	2017	Morden	MRD	MRD_17	36	NA
NDHRS16-12-19	NDSU	FALSE	2017	Morden	MRD	MRD_17	38.25	NA
NDHRS16-12-31	NDSU	FALSE	2017	Morden	MRD	MRD_17	38.25	NA
NDHRS16-12-52	NDSU	FALSE	2017	Morden	MRD	MRD_17	16	NA
MN13304-5	UMN	FALSE	2017	Morden	MRD	MRD_17	20	NA
MN14138-4	UMN	FALSE	2017	Morden	MRD	MRD_17	24	NA
MN14470-5	UMN	FALSE	2017	Morden	MRD	MRD_17	42.5	NA
MN14669-1	UMN	FALSE	2017	Morden	MRD	MRD_17	0.5	NA
MT1673	MSU	FALSE	2018	Morden	MRD	MRD_18	9	NA
NDHRS16-13-13	NDSU	FALSE	2018	Morden	MRD	MRD_18	5.3	NA
NDHRS16-13-89	NDSU	FALSE	2018	Morden	MRD	MRD_18	1.3	NA
NDHRS16-13-97	NDSU	FALSE	2018	Morden	MRD	MRD_18	4.7	NA
NDHRS16-14-12	NDSU	FALSE	2018	Morden	MRD	MRD_18	2.4	NA
NDHRS16-14-91	NDSU	FALSE	2018	Morden	MRD	MRD_18	0.8	NA
MN15008-7	UMN	FALSE	2018	Morden	MRD	MRD_18	1.1	NA
MN15029-8	UMN	FALSE	2018	Morden	MRD	MRD_18	1.1	NA
MN15089-2	UMN	FALSE	2018	Morden	MRD	MRD_18	1.4	NA
MN15219-2	UMN	FALSE	2018	Morden	MRD	MRD_18	2.2	NA
MN15501-4	UMN	FALSE	2018	Morden	MRD	MRD_18	2.1	NA
MT1621	MSU	FALSE	2018	Morden	MRD	MRD_18	18.5	NA
2375	NDSU	TRUE	2018	Morden	MRD	MRD_18	15.8	NA
ND2710	NDSU	TRUE	2018	Morden	MRD	MRD_18	0.5	NA
BACUP	UMN	TRUE	2018	Morden	MRD	MRD_18	1.1	NA
