line	organization	isCheck	year	location	loc_code	env_code	DIS	VSK
PI182561	SDSU	FALSE	2000	Brookings	BRK	BRK_00	34	22.5
PI382161	SDSU	FALSE	2000	Brookings	BRK	BRK_00	7.5	20
PI382167	SDSU	FALSE	2000	Brookings	BRK	BRK_00	28	7.5
PI81791	SDSU	FALSE	2000	Brookings	BRK	BRK_00	29.5	10
MN97039	UMN	FALSE	2000	Brookings	BRK	BRK_00	34.5	32.5
MN97561	UMN	FALSE	2000	Brookings	BRK	BRK_00	37.5	40
MN98037	UMN	FALSE	2000	Brookings	BRK	BRK_00	36.5	45
MN98092	UMN	FALSE	2000	Brookings	BRK	BRK_00	39	35
MN98208	UMN	FALSE	2000	Brookings	BRK	BRK_00	20	22.5
MN98389	UMN	FALSE	2000	Brookings	BRK	BRK_00	26	47.5
2375	NDSU	TRUE	2000	Brookings	BRK	BRK_00	29	35
ND2710	NDSU	TRUE	2000	Brookings	BRK	BRK_00	7.5	20
BACUP	UMN	TRUE	2000	Brookings	BRK	BRK_00	33.5	27.5
WHEATON	UMN	TRUE	2000	Brookings	BRK	BRK_00	35	55
PI104131	SDSU	FALSE	2001	Brookings	BRK	BRK_01	66.1	33
PI185380	SDSU	FALSE	2001	Brookings	BRK	BRK_01	69.5	58
PI349478	SDSU	FALSE	2001	Brookings	BRK	BRK_01	40.7	61.7
PI382140	SDSU	FALSE	2001	Brookings	BRK	BRK_01	51.6	28
MN99109	UMN	FALSE	2001	Brookings	BRK	BRK_01	60.6	56.7
MN99112	UMN	FALSE	2001	Brookings	BRK	BRK_01	61.8	37.5
MN99126	UMN	FALSE	2001	Brookings	BRK	BRK_01	55.2	58.3
MN99192	UMN	FALSE	2001	Brookings	BRK	BRK_01	59.5	46.7
MN99322	UMN	FALSE	2001	Brookings	BRK	BRK_01	59	41.7
2375	NDSU	TRUE	2001	Brookings	BRK	BRK_01	64	63.3
ND2710	NDSU	TRUE	2001	Brookings	BRK	BRK_01	51.6	41.7
BACUP	UMN	TRUE	2001	Brookings	BRK	BRK_01	54.4	66.7
WHEATON	UMN	TRUE	2001	Brookings	BRK	BRK_01	77.7	70
PI163429	Argentina	FALSE	2002	Brookings	BRK	BRK_02	62.5	30
PI168727	Argentina	FALSE	2002	Brookings	BRK	BRK_02	54.4	26.7
PI345731	Argentina	FALSE	2002	Brookings	BRK	BRK_02	53.5	10
PI185843	Brazil	FALSE	2002	Brookings	BRK	BRK_02	42.5	15
PI264940	Greece	FALSE	2002	Brookings	BRK	BRK_02	39.7	28.3
SD3533	SDSU	FALSE	2002	Brookings	BRK	BRK_02	53.7	16.7
MN00021	UMN	FALSE	2002	Brookings	BRK	BRK_02	34	20
MN00173	UMN	FALSE	2002	Brookings	BRK	BRK_02	56.8	21.7
MN00274	UMN	FALSE	2002	Brookings	BRK	BRK_02	41.5	36.7
MN99225	UMN	FALSE	2002	Brookings	BRK	BRK_02	35.8	21.7
MN99408	UMN	FALSE	2002	Brookings	BRK	BRK_02	33.5	18.3
2375	NDSU	TRUE	2002	Brookings	BRK	BRK_02	51.8	40
ND2710	NDSU	TRUE	2002	Brookings	BRK	BRK_02	18	20
BACUP	UMN	TRUE	2002	Brookings	BRK	BRK_02	40.8	20
WHEATON	UMN	TRUE	2002	Brookings	BRK	BRK_02	60.5	65
BUCKAUSTRAL	Argentina	FALSE	2003	Brookings	BRK	BRK_03	38.2	8.3
KLEINCONDOR	Argentina	FALSE	2003	Brookings	BRK	BRK_03	34.8	16.7
ARTEMOWSKA	Bulgaria	FALSE	2003	Brookings	BRK	BRK_03	26.8	4.7
ALBIDUM43	Russia	FALSE	2003	Brookings	BRK	BRK_03	60.5	11.7
SD3746	SDSU	FALSE	2003	Brookings	BRK	BRK_03	53	50
STEPNJACHKA	Ukraine	FALSE	2003	Brookings	BRK	BRK_03	26.8	5.3
MN01116	UMN	FALSE	2003	Brookings	BRK	BRK_03	42	6.7
MN01180	UMN	FALSE	2003	Brookings	BRK	BRK_03	17.6	3.7
MN01281	UMN	FALSE	2003	Brookings	BRK	BRK_03	18.3	4.7
MN99433-1	UMN	FALSE	2003	Brookings	BRK	BRK_03	48	15
ND03_1-15	NDSU	FALSE	2003	Brookings	BRK	BRK_03	44.2	6.7
ND03_1-9	NDSU	FALSE	2003	Brookings	BRK	BRK_03	21.9	3
2375	NDSU	TRUE	2003	Brookings	BRK	BRK_03	38.2	10
ND2710	NDSU	TRUE	2003	Brookings	BRK	BRK_03	3.1	1
BACUP	UMN	TRUE	2003	Brookings	BRK	BRK_03	14.6	1
WHEATON	UMN	TRUE	2003	Brookings	BRK	BRK_03	78.8	83.3
MN00187-3	UMN	FALSE	2004	Brookings	BRK	BRK_04	27.8767	1.6667
MN01164	UMN	FALSE	2004	Brookings	BRK	BRK_04	26.6333	7.3333
MN01NIL84-5-5-15	UMN	FALSE	2004	Brookings	BRK	BRK_04	34.1667	11.6667
MN99220-4	UMN	FALSE	2004	Brookings	BRK	BRK_04	42.11	4.3333
MN99341-2-5	UMN	FALSE	2004	Brookings	BRK	BRK_04	37.5	7.3333
ND03_1-15	NDSU	FALSE	2004	Brookings	BRK	BRK_04	54.6667	18.3333
ND03_1-9	NDSU	FALSE	2004	Brookings	BRK	BRK_04	43.2667	5
NDSW0345	NDSU	FALSE	2004	Brookings	BRK	BRK_04	52.1833	18.3333
RUGBY	NDSU	TRUE	2004	Brookings	BRK	BRK_04	53.8667	25
2375	NDSU	TRUE	2004	Brookings	BRK	BRK_04	43.3333	21.6667
ND2710	NDSU	TRUE	2004	Brookings	BRK	BRK_04	23.0167	3
BACUP	UMN	TRUE	2004	Brookings	BRK	BRK_04	35.6867	10
WHEATON	UMN	TRUE	2004	Brookings	BRK	BRK_04	58.0333	60
NDSW0350	NDSU	FALSE	2005	Brookings	BRK	BRK_05	41.6667	26.6667
MN01057-3-1	UMN	FALSE	2005	Brookings	BRK	BRK_05	21.0833	3
MN01380-2-1	UMN	FALSE	2005	Brookings	BRK	BRK_05	27.71	3
MN02051-1	UMN	FALSE	2005	Brookings	BRK	BRK_05	30.06	5.6667
MN02219-1	UMN	FALSE	2005	Brookings	BRK	BRK_05	31.9933	6
MN02306-2	UMN	FALSE	2005	Brookings	BRK	BRK_05	24.4433	4.3333
NDSW0345	NDSU	FALSE	2005	Brookings	BRK	BRK_05	49	9.6667
RUGBY	NDSU	TRUE	2005	Brookings	BRK	BRK_05	55.6667	23.3333
2375	NDSU	TRUE	2005	Brookings	BRK	BRK_05	50.05	10
ND2710	NDSU	TRUE	2005	Brookings	BRK	BRK_05	24.6433	4.3333
BACUP	UMN	TRUE	2005	Brookings	BRK	BRK_05	32.62	7.6667
WHEATON	UMN	TRUE	2005	Brookings	BRK	BRK_05	49.35	70
WASKADA	AAFC	FALSE	2006	Brookings	BRK	BRK_06	20.075	15
CROMWELL	UMN	FALSE	2006	Brookings	BRK	BRK_06	39.8333	7.3333
MN02268-A-4	UMN	FALSE	2006	Brookings	BRK	BRK_06	21.0583	15
TOM	UMN	FALSE	2006	Brookings	BRK	BRK_06	19.175	6.6667
NDSW0430	NDSU	FALSE	2006	Brookings	BRK	BRK_06	15.5833	9.3333
MN00209-3-1	UMN	FALSE	2006	Brookings	BRK	BRK_06	7.3167	7.6667
MN02222-1	UMN	FALSE	2006	Brookings	BRK	BRK_06	13.5333	6
RUGBY	NDSU	TRUE	2006	Brookings	BRK	BRK_06	59.6667	63.3333
2375	NDSU	TRUE	2006	Brookings	BRK	BRK_06	20.0917	43.3333
ND2710	NDSU	TRUE	2006	Brookings	BRK	BRK_06	12.1667	4.3333
BACUP	UMN	TRUE	2006	Brookings	BRK	BRK_06	21.575	16
WHEATON	UMN	TRUE	2006	Brookings	BRK	BRK_06	55.3333	88.3333
ES101	AAFC	FALSE	2007	Brookings	BRK	BRK_07	32.6333333	14
MN03013-3-2	UMN	FALSE	2007	Brookings	BRK	BRK_07	37.9666667	1.66666667
MN03191-2-1	UMN	FALSE	2007	Brookings	BRK	BRK_07	44.1666667	2.33333333
NDSW0430	NDSU	FALSE	2007	Brookings	BRK	BRK_07	29.3333333	1
MN00209-3-1	UMN	FALSE	2007	Brookings	BRK	BRK_07	39.7333333	1.66666667
MN02222-1	UMN	FALSE	2007	Brookings	BRK	BRK_07	31.8333333	1
RUGBY	NDSU	TRUE	2007	Brookings	BRK	BRK_07	38.3333333	88.3333333
BRICK	SDSU	FALSE	2007	Brookings	BRK	BRK_07	36.6666667	1
2375	NDSU	TRUE	2007	Brookings	BRK	BRK_07	42.0416667	3
ND2710	NDSU	TRUE	2007	Brookings	BRK	BRK_07	32	1.66666667
BACUP	UMN	TRUE	2007	Brookings	BRK	BRK_07	37.275	5.66666667
WHEATON	UMN	TRUE	2007	Brookings	BRK	BRK_07	72.8333333	88.3333333
SD3942	SDSU	FALSE	2008	Brookings	BRK	BRK_08	15.37	6.33333333
SD4181	SDSU	FALSE	2008	Brookings	BRK	BRK_08	24.6666667	4.66666667
MN03342-4	UMN	FALSE	2008	Brookings	BRK	BRK_08	40.1666667	16.6666667
MN05117-7	UMN	FALSE	2008	Brookings	BRK	BRK_08	28.1266667	7.33333333
MN05149-5	UMN	FALSE	2008	Brookings	BRK	BRK_08	19	3
SABIN	UMN	FALSE	2008	Brookings	BRK	BRK_08	32.1666667	5.33333333
RUGBY	NDSU	TRUE	2008	Brookings	BRK	BRK_08	55.6666667	4
2375	NDSU	TRUE	2008	Brookings	BRK	BRK_08	37.6	9
ND2710	NDSU	TRUE	2008	Brookings	BRK	BRK_08	20.2	1.66666667
BACUP	UMN	TRUE	2008	Brookings	BRK	BRK_08	28.2266667	2.66666667
WHEATON	UMN	TRUE	2008	Brookings	BRK	BRK_08	70.9933333	85
FOREFRONT	SDSU	FALSE	2009	Brookings	BRK	BRK_09	42.8333333	33.3333333
SD4011	SDSU	FALSE	2009	Brookings	BRK	BRK_09	30.3333333	28.3333333
SD4027	SDSU	FALSE	2009	Brookings	BRK	BRK_09	35.1666667	43.3333333
SELECT	SDSU	FALSE	2009	Brookings	BRK	BRK_09	30.8333333	25
MN05152-1-1	UMN	FALSE	2009	Brookings	BRK	BRK_09	34.6666667	21.6666667
MN06049-1-3	UMN	FALSE	2009	Brookings	BRK	BRK_09	28.3333333	23.3333333
MN06202-3-1	UMN	FALSE	2009	Brookings	BRK	BRK_09	40	31.6666667
MN06213-6-2-4	UMN	FALSE	2009	Brookings	BRK	BRK_09	33.8333333	13.3333333
MN06219-2-2	UMN	FALSE	2009	Brookings	BRK	BRK_09	46.8333333	26.6666667
2375	NDSU	TRUE	2009	Brookings	BRK	BRK_09	47.3333333	31.6666667
ND2710	NDSU	TRUE	2009	Brookings	BRK	BRK_09	28.5	16.6666667
BACUP	UMN	TRUE	2009	Brookings	BRK	BRK_09	31.6666667	20
WHEATON	UMN	TRUE	2009	Brookings	BRK	BRK_09	50.6666667	60
MT09SCAB16	MSU	FALSE	2010	Brookings	BRK	BRK_10	39.55	61.6666667
MT09SCAB3	MSU	FALSE	2010	Brookings	BRK	BRK_10	44.5833333	65
MT09SCAB5	MSU	FALSE	2010	Brookings	BRK	BRK_10	45.2083333	65
MT09SCAB9	MSU	FALSE	2010	Brookings	BRK	BRK_10	56.5	73.3333333
FN09-17017	SDSU	FALSE	2010	Brookings	BRK	BRK_10	14.7416667	35
FN09-17210	SDSU	FALSE	2010	Brookings	BRK	BRK_10	14.2	10
FN09-17213	SDSU	FALSE	2010	Brookings	BRK	BRK_10	8.74166667	18.3333333
FN09-17270	SDSU	FALSE	2010	Brookings	BRK	BRK_10	8.64166667	30
FN09-17275	SDSU	FALSE	2010	Brookings	BRK	BRK_10	7.89166667	8.33333333
MN06216-6-2-4	UMN	FALSE	2010	Brookings	BRK	BRK_10	46.3333333	8.33333333
MN07049-7-3	UMN	FALSE	2010	Brookings	BRK	BRK_10	13.075	38.3333333
MN07183-3	UMN	FALSE	2010	Brookings	BRK	BRK_10	35.8333333	21.6666667
BW928	AAFC	FALSE	2010	Brookings	BRK	BRK_10	29.775	38.3333333
BRICK	SDSU	FALSE	2010	Brookings	BRK	BRK_10	10.77916665	23.3333333
2375	NDSU	TRUE	2010	Brookings	BRK	BRK_10	39.85	45
ND2710	NDSU	TRUE	2010	Brookings	BRK	BRK_10	26.4083333	31.6666667
BACUP	UMN	TRUE	2010	Brookings	BRK	BRK_10	23.7666667	28.3333333
WHEATON	UMN	TRUE	2010	Brookings	BRK	BRK_10	47.5	76.6666667
10EXP13-16	NDSU	FALSE	2011	Brookings	BRK	BRK_11	52.3333333	11.6666667
10EXP13-24	NDSU	FALSE	2011	Brookings	BRK	BRK_11	49.3333333	5
10EXP13-44	NDSU	FALSE	2011	Brookings	BRK	BRK_11	33.2333333	5
10EXP13-87	NDSU	FALSE	2011	Brookings	BRK	BRK_11	57.6666667	5
10EXPSW13-19	NDSU	FALSE	2011	Brookings	BRK	BRK_11	56.1666667	6.66666667
10EXPSW13-28	NDSU	FALSE	2011	Brookings	BRK	BRK_11	29.2833333	3.33333333
10EXPSW13-9	NDSU	FALSE	2011	Brookings	BRK	BRK_11	54.8333333	8.33333333
SD4313	SDSU	FALSE	2011	Brookings	BRK	BRK_11	26.8	5
SD4331	SDSU	FALSE	2011	Brookings	BRK	BRK_11	37.1583333	8.33333333
SD4337	SDSU	FALSE	2011	Brookings	BRK	BRK_11	52.5	6.66666667
SD4338	SDSU	FALSE	2011	Brookings	BRK	BRK_11	53.5	5
SD4343	SDSU	FALSE	2011	Brookings	BRK	BRK_11	39.1666667	5
MN07057-6-4	UMN	FALSE	2011	Brookings	BRK	BRK_11	45.2166667	5
MN07167W-2-1	UMN	FALSE	2011	Brookings	BRK	BRK_11	50.5	5
MN09023	UMN	FALSE	2011	Brookings	BRK	BRK_11	50.05	5
MN09092	UMN	FALSE	2011	Brookings	BRK	BRK_11	49	5
X00009-16	UMN	FALSE	2011	Brookings	BRK	BRK_11	43	6.66666667
BW928	AAFC	FALSE	2011	Brookings	BRK	BRK_11	48.3333333	5
BRICK	SDSU	FALSE	2011	Brookings	BRK	BRK_11	24.7666667	5
2375	NDSU	TRUE	2011	Brookings	BRK	BRK_11	53.6666667	15
ND2710	NDSU	TRUE	2011	Brookings	BRK	BRK_11	39.5	5
BACUP	UMN	TRUE	2011	Brookings	BRK	BRK_11	37.95	5
WHEATON	UMN	TRUE	2011	Brookings	BRK	BRK_11	61.8333333	21.6666667
11EXP13-105	NDSU	FALSE	2012	Brookings	BRK	BRK_12	10.308333333	1.6666666667
11EXP13-107	NDSU	FALSE	2012	Brookings	BRK	BRK_12	19.533333333	1.3333333333
11EXP13-43	NDSU	FALSE	2012	Brookings	BRK	BRK_12	5.675	1.3333333333
11EXP13-65	NDSU	FALSE	2012	Brookings	BRK	BRK_12	18.216666667	5.3333333333
11EXP13-78	NDSU	FALSE	2012	Brookings	BRK	BRK_12	14.016666667	1
SD4361	SDSU	FALSE	2012	Brookings	BRK	BRK_12	14.291666667	1.3333333333
SD4366	SDSU	FALSE	2012	Brookings	BRK	BRK_12	4.6833333333	1
SD4388	SDSU	FALSE	2012	Brookings	BRK	BRK_12	13.283333333	2
SD4394	SDSU	FALSE	2012	Brookings	BRK	BRK_12	16.925	1
SD4397	SDSU	FALSE	2012	Brookings	BRK	BRK_12	17.033333333	1
MN08166	UMN	FALSE	2012	Brookings	BRK	BRK_12	14.966666667	1.6666666667
MN08173	UMN	FALSE	2012	Brookings	BRK	BRK_12	6.4333333333	1.6666666667
MN09027	UMN	FALSE	2012	Brookings	BRK	BRK_12	7.8333333333	1
MN09071	UMN	FALSE	2012	Brookings	BRK	BRK_12	17.45	1
MN09121	UMN	FALSE	2012	Brookings	BRK	BRK_12	6.8333333333	2
BW928	AAFC	FALSE	2012	Brookings	BRK	BRK_12	10.916666667	1.6666666667
BRICK	SDSU	FALSE	2012	Brookings	BRK	BRK_12	11.0194444444333	1
2375	NDSU	TRUE	2012	Brookings	BRK	BRK_12	3.8083333333	1.3333333333
ND2710	NDSU	TRUE	2012	Brookings	BRK	BRK_12	8.75	1.3333333333
BACUP	UMN	TRUE	2012	Brookings	BRK	BRK_12	14.65	1
WHEATON	UMN	TRUE	2012	Brookings	BRK	BRK_12	5.6333333333	3.3333333333
SD4487	SDSU	FALSE	2013	Brookings	BRK	BRK_13	18.895833333	36.666666667
SD4518	SDSU	FALSE	2013	Brookings	BRK	BRK_13	19.15	21.666666667
SD4536	SDSU	FALSE	2013	Brookings	BRK	BRK_13	18.6875	40
SD4541	SDSU	FALSE	2013	Brookings	BRK	BRK_13	15.033333333	28.333333333
SD4544	SDSU	FALSE	2013	Brookings	BRK	BRK_13	16.5875	40
MN09157	UMN	FALSE	2013	Brookings	BRK	BRK_13	16.304166667	10
MN10055	UMN	FALSE	2013	Brookings	BRK	BRK_13	16.529166667	18.333333333
MN10285	UMN	FALSE	2013	Brookings	BRK	BRK_13	14.683333333	15
MN10362	UMN	FALSE	2013	Brookings	BRK	BRK_13	14.141666667	21.666666667
MN10368	UMN	FALSE	2013	Brookings	BRK	BRK_13	14.079166667	20
12-14-147	NDSU	FALSE	2013	Brookings	BRK	BRK_13	13.529166667	26.666666667
12-14-158	NDSU	FALSE	2013	Brookings	BRK	BRK_13	18.904166667	20
12-14-172	NDSU	FALSE	2013	Brookings	BRK	BRK_13	11.8875	36.666666667
12-14-97	NDSU	FALSE	2013	Brookings	BRK	BRK_13	20.766666667	31.666666667
BRICK	SDSU	FALSE	2013	Brookings	BRK	BRK_13	8.775	23.333333333
2375	NDSU	TRUE	2013	Brookings	BRK	BRK_13	15.908333333	26.666666667
ND2710	NDSU	TRUE	2013	Brookings	BRK	BRK_13	9.3208333333	23.333333333
BACUP	UMN	TRUE	2013	Brookings	BRK	BRK_13	15.9625	45
WHEATON	UMN	TRUE	2013	Brookings	BRK	BRK_13	31.191666667	71.666666667
SD4504	SDSU	FALSE	2014	Brookings	BRK	BRK_14	17.808333333	31.666666667
SD4508	SDSU	FALSE	2014	Brookings	BRK	BRK_14	22.5	21.666666667
SD4510	SDSU	FALSE	2014	Brookings	BRK	BRK_14	23.833333333	21.666666667
SD4514	SDSU	FALSE	2014	Brookings	BRK	BRK_14	21.875	26.666666667
SD4546	SDSU	FALSE	2014	Brookings	BRK	BRK_14	15.15	16.666666667
MN10021	UMN	FALSE	2014	Brookings	BRK	BRK_14	20.45	13.333333333
MN10388	UMN	FALSE	2014	Brookings	BRK	BRK_14	26.5	10
MN11074	UMN	FALSE	2014	Brookings	BRK	BRK_14	19.7	13.333333333
MN11397-1	UMN	FALSE	2014	Brookings	BRK	BRK_14	33.283333333	35
MN11405	UMN	FALSE	2014	Brookings	BRK	BRK_14	15.75	16.666666667
12-14-147	NDSU	FALSE	2014	Brookings	BRK	BRK_14	29.566666667	18.333333333
12-14-158	NDSU	FALSE	2014	Brookings	BRK	BRK_14	30.166666667	16.666666667
12-14-172	NDSU	FALSE	2014	Brookings	BRK	BRK_14	26.633333333	30
12-14-97	NDSU	FALSE	2014	Brookings	BRK	BRK_14	25.066666667	21.666666667
2375	NDSU	TRUE	2014	Brookings	BRK	BRK_14	29.833333333	30
ND2710	NDSU	TRUE	2014	Brookings	BRK	BRK_14	12.166666667	13.333333333
BACUP	UMN	TRUE	2014	Brookings	BRK	BRK_14	30.5	41.67
WHEATON	UMN	TRUE	2014	Brookings	BRK	BRK_14	21.3	50
BW483	AAFC	FALSE	2015	Brookings	BRK	BRK_15	47	51.666666667
BW485	AAFC	FALSE	2015	Brookings	BRK	BRK_15	47.166666667	48.333333333
BW499	AAFC	FALSE	2015	Brookings	BRK	BRK_15	32.866666667	86.666666667
BW961	AAFC	FALSE	2015	Brookings	BRK	BRK_15	42.666666667	50
MT1219	MSU	FALSE	2015	Brookings	BRK	BRK_15	50.333333333	55
MT1337	MSU	FALSE	2015	Brookings	BRK	BRK_15	47	36.666666667
MT1338	MSU	FALSE	2015	Brookings	BRK	BRK_15	44.841666667	41.666666667
14-13-106	NDSU	FALSE	2015	Brookings	BRK	BRK_15	40.333333333	40
14-13-135	NDSU	FALSE	2015	Brookings	BRK	BRK_15	36.666666667	28.333333333
14-13-14	NDSU	FALSE	2015	Brookings	BRK	BRK_15	33.133333333	40
14-13-21	NDSU	FALSE	2015	Brookings	BRK	BRK_15	44.166666667	48.333333333
14-13-97	NDSU	FALSE	2015	Brookings	BRK	BRK_15	41.166666667	43.333333333
SD4559	SDSU	FALSE	2015	Brookings	BRK	BRK_15	35	30
SD4582	SDSU	FALSE	2015	Brookings	BRK	BRK_15	18.791666667	20
SD4595	SDSU	FALSE	2015	Brookings	BRK	BRK_15	28.275	26.666666667
SD4605	SDSU	FALSE	2015	Brookings	BRK	BRK_15	31.833333333	35
SD4607	SDSU	FALSE	2015	Brookings	BRK	BRK_15	41.166666667	33.333333333
MN11326-3	UMN	FALSE	2015	Brookings	BRK	BRK_15	31.116666667	31.666666667
MN12265-1	UMN	FALSE	2015	Brookings	BRK	BRK_15	34.691666667	50
MN12307-3	UMN	FALSE	2015	Brookings	BRK	BRK_15	33	33.333333333
MN12423-5	UMN	FALSE	2015	Brookings	BRK	BRK_15	23.316666667	28.333333333
MN12545-3	UMN	FALSE	2015	Brookings	BRK	BRK_15	36.625	53.333333333
MT1316	MSU	FALSE	2015	Brookings	BRK	BRK_15	43	41.666666667
2375	NDSU	TRUE	2015	Brookings	BRK	BRK_15	36.833333333	38.333333333
ND2710	NDSU	TRUE	2015	Brookings	BRK	BRK_15	30.275	40
BACUP	UMN	TRUE	2015	Brookings	BRK	BRK_15	46.666666667	81.666666667
WHEATON	UMN	TRUE	2015	Brookings	BRK	BRK_15	50	80
ND820	NDSU	FALSE	2016	Brookings	BRK	BRK_16	20.258333333	18.333333333
ND822	NDSU	FALSE	2016	Brookings	BRK	BRK_16	18.2875	16.333333333
ND824	NDSU	FALSE	2016	Brookings	BRK	BRK_16	18	14.166666667
SD4587	SDSU	FALSE	2016	Brookings	BRK	BRK_16	14.6125	13
SD4589	SDSU	FALSE	2016	Brookings	BRK	BRK_16	17.733333333	17.166666667
SD4621	SDSU	FALSE	2016	Brookings	BRK	BRK_16	15.85	13.5
SD4645	SDSU	FALSE	2016	Brookings	BRK	BRK_16	18.075	15.333333333
SD4675	SDSU	FALSE	2016	Brookings	BRK	BRK_16	21.670833333	14.666666667
IDO1403S	UIDO	FALSE	2016	Brookings	BRK	BRK_16	40.083333333	40.833333333
IDO1405S	UIDO	FALSE	2016	Brookings	BRK	BRK_16	37.833333333	39.166666667
IDO1601S	UIDO	FALSE	2016	Brookings	BRK	BRK_16	34.35	33.333333333
IDO1603S	UIDO	FALSE	2016	Brookings	BRK	BRK_16	39.333333333	41.666666667
UISTONE	UIDO	FALSE	2016	Brookings	BRK	BRK_16	33.225	26.666666667
LANG-MN	UMN	FALSE	2016	Brookings	BRK	BRK_16	21.5125	18.333333333
MN11394-6	UMN	FALSE	2016	Brookings	BRK	BRK_16	16	16.5
MN13056-7	UMN	FALSE	2016	Brookings	BRK	BRK_16	13.879166667	12
MN13064-2	UMN	FALSE	2016	Brookings	BRK	BRK_16	19.483333333	22.5
MN13515-8	UMN	FALSE	2016	Brookings	BRK	BRK_16	16.520833333	17.5
ND-VITPRO	NDSU	FALSE	2016	Brookings	BRK	BRK_16	17.954166667	18
ND828	NDSU	FALSE	2016	Brookings	BRK	BRK_16	18.079166667	12.833333333
2375	NDSU	TRUE	2016	Brookings	BRK	BRK_16	23.9	30
ND2710	NDSU	TRUE	2016	Brookings	BRK	BRK_16	19.008333333	20.5
BACUP	UMN	TRUE	2016	Brookings	BRK	BRK_16	26.491666667	31.666666667
WHEATON	UMN	TRUE	2016	Brookings	BRK	BRK_16	43.9	45.833333333
ND830	NDSU	FALSE	2017	Brookings	BRK	BRK_17	14.2	35
ND833	NDSU	FALSE	2017	Brookings	BRK	BRK_17	16.2	28.3
NDHRS16-12-19	NDSU	FALSE	2017	Brookings	BRK	BRK_17	20.1	40
NDHRS16-12-31	NDSU	FALSE	2017	Brookings	BRK	BRK_17	15.3	31.7
NDHRS16-12-52	NDSU	FALSE	2017	Brookings	BRK	BRK_17	18	41.7
SD4691	SDSU	FALSE	2017	Brookings	BRK	BRK_17	14.2	25
SD4705	SDSU	FALSE	2017	Brookings	BRK	BRK_17	11.4	20
SD4710	SDSU	FALSE	2017	Brookings	BRK	BRK_17	13.7	25
SD4724	SDSU	FALSE	2017	Brookings	BRK	BRK_17	14	40
SD4741	SDSU	FALSE	2017	Brookings	BRK	BRK_17	12.3	13.3
MN13304-5	UMN	FALSE	2017	Brookings	BRK	BRK_17	18.6	33.3
MN14138-4	UMN	FALSE	2017	Brookings	BRK	BRK_17	14.7	21.7
MN14470-5	UMN	FALSE	2017	Brookings	BRK	BRK_17	20	28.3
MN14669-1	UMN	FALSE	2017	Brookings	BRK	BRK_17	23.2	30
2375	NDSU	TRUE	2017	Brookings	BRK	BRK_17	25.6	48.3
ND2710	NDSU	TRUE	2017	Brookings	BRK	BRK_17	15.5	28.3
BACUP	UMN	TRUE	2017	Brookings	BRK	BRK_17	21.8	51.7
WHEATON	UMN	TRUE	2017	Brookings	BRK	BRK_17	31.5	73.3
MT1673	MSU	FALSE	2018	Brookings	BRK	BRK_18	26.4	37.5
NDHRS16-13-13	NDSU	FALSE	2018	Brookings	BRK	BRK_18	19	25.8
NDHRS16-13-89	NDSU	FALSE	2018	Brookings	BRK	BRK_18	20.6	30
NDHRS16-13-97	NDSU	FALSE	2018	Brookings	BRK	BRK_18	19.1	35
NDHRS16-14-12	NDSU	FALSE	2018	Brookings	BRK	BRK_18	17.1	25
NDHRS16-14-91	NDSU	FALSE	2018	Brookings	BRK	BRK_18	20	35.8
SD4756	SDSU	FALSE	2018	Brookings	BRK	BRK_18	21.5	34.2
SD4758	SDSU	FALSE	2018	Brookings	BRK	BRK_18	19.2	29.2
SD4787	SDSU	FALSE	2018	Brookings	BRK	BRK_18	16.9	20
SD4819	SDSU	FALSE	2018	Brookings	BRK	BRK_18	16.3	25.8
SD4822	SDSU	FALSE	2018	Brookings	BRK	BRK_18	23.9	28.3
MN15008-7	UMN	FALSE	2018	Brookings	BRK	BRK_18	22.9	19.2
MN15029-8	UMN	FALSE	2018	Brookings	BRK	BRK_18	19.8	22.5
MN15089-2	UMN	FALSE	2018	Brookings	BRK	BRK_18	18.1	13.3
MN15219-2	UMN	FALSE	2018	Brookings	BRK	BRK_18	19.1	20
MN15501-4	UMN	FALSE	2018	Brookings	BRK	BRK_18	19.1	15
MT1621	MSU	FALSE	2018	Brookings	BRK	BRK_18	30	35.8
2375	NDSU	TRUE	2018	Brookings	BRK	BRK_18	31	35
ND2710	NDSU	TRUE	2018	Brookings	BRK	BRK_18	15.1	23.3
BACUP	UMN	TRUE	2018	Brookings	BRK	BRK_18	19.4	23.3
WHEATON	UMN	TRUE	2018	Brookings	BRK	BRK_18	42	60
LANNING	MSU	FALSE	2019	Brookings	BRK	BRK_19	23.9	23.3
MT1767	MSU	FALSE	2019	Brookings	BRK	BRK_19	20.6	41.7
VIDA	MSU	FALSE	2019	Brookings	BRK	BRK_19	26.4	24.2
NDHRS14-0136-C06	NDSU	FALSE	2019	Brookings	BRK	BRK_19	23.8	30.8
NDHRS16-14-36	NDSU	FALSE	2019	Brookings	BRK	BRK_19	24.8	27.5
NDHRS16-16-665	NDSU	FALSE	2019	Brookings	BRK	BRK_19	19.3	12.5
SD4740	SDSU	FALSE	2019	Brookings	BRK	BRK_19	24.1	28.3
SD4834	SDSU	FALSE	2019	Brookings	BRK	BRK_19	22.1	28.3
SD4859	SDSU	FALSE	2019	Brookings	BRK	BRK_19	22.7	31.7
SD4865	SDSU	FALSE	2019	Brookings	BRK	BRK_19	20.8	29.2
