GID,Location,Country,Year,Season,Trait,BLUPs
4609623,Nizmawna,Bangladesh,2019,Wet,HT,126.3
4789041,Nizmawna,Bangladesh,2019,Wet,HT,113
4789051,Nizmawna,Bangladesh,2019,Wet,HT,118.6
4789056,Nizmawna,Bangladesh,2019,Wet,HT,109.8
4789719,Nizmawna,Bangladesh,2019,Wet,HT,119.6
4789765,Nizmawna,Bangladesh,2019,Wet,HT,130.8
4789819,Nizmawna,Bangladesh,2019,Wet,HT,130.8
4815752,Nizmawna,Bangladesh,2019,Wet,HT,115.8
4815880,Nizmawna,Bangladesh,2019,Wet,HT,115.6
4016512,Nizmawna,Bangladesh,2019,Wet,HT,118.6
